transaction_id,timestamp,employee_id,vendor_id,merchant_category,mcc_code,amount,employee_approval_limit,dest_bank_account_hash,device_ip,is_fraud,fraud_type
TXN_102704,2026-03-19 00:51:00,EMP_5149,VEND_1082,CONSULTING_SERVICES,7392,2215.55,25000,BANK_HASH_eed45321,163.72.205.222,0,LEGITIMATE
TXN_102705,2026-01-07 15:05:00,EMP_5009,VEND_1048,TRAVEL_FLIGHTS,4511,2478.81,5000,BANK_HASH_faec7c0e,85.226.167.248,0,LEGITIMATE
TXN_102706,2026-04-01 01:03:00,EMP_5040,VEND_1011,CONSULTING_SERVICES,7392,202.1,10000,BANK_HASH_e78d0796,63.175.50.135,0,LEGITIMATE
TXN_102707,2026-01-20 17:09:00,EMP_5134,VEND_1032,LUXURY_RETAIL,5944,473.02,25000,BANK_HASH_84fe8d2a,121.211.173.206,0,LEGITIMATE
TXN_102708,2026-02-22 17:10:00,EMP_5071,VEND_1023,IT_HARDWARE,5732,36.56,10000,BANK_HASH_e1e5a1af,121.202.165.199,0,LEGITIMATE
TXN_102709,2026-01-08 02:41:00,EMP_5059,VEND_1011,CONSULTING_SERVICES,7392,530.74,25000,BANK_HASH_e78d0796,119.126.157.117,0,LEGITIMATE
TXN_102710,2026-03-12 23:27:00,EMP_5189,VEND_1022,TRAVEL_FLIGHTS,4511,2235.15,25000,BANK_HASH_6bfb8537,13.197.66.129,0,LEGITIMATE
TXN_102711,2026-03-20 06:04:00,EMP_5060,VEND_1002,IT_HARDWARE,5732,1104.59,10000,BANK_HASH_6f627b67,222.65.37.51,0,LEGITIMATE
TXN_102712,2026-03-10 11:49:00,EMP_5025,VEND_1034,IT_HARDWARE,5732,651.79,5000,BANK_HASH_ba125639,205.182.93.19,0,LEGITIMATE
TXN_102713,2026-01-21 01:59:00,EMP_5194,VEND_1047,IT_HARDWARE,5732,707.2,10000,BANK_HASH_72ece034,167.114.110.76,0,LEGITIMATE
TXN_102714,2026-02-05 00:52:00,EMP_5002,VEND_1041,IT_HARDWARE,5732,12.03,5000,BANK_HASH_4bf3c92f,121.114.172.80,0,LEGITIMATE
TXN_102715,2026-01-18 13:03:00,EMP_5129,VEND_1007,LUXURY_RETAIL,5944,544.59,25000,BANK_HASH_1bf6aed7,218.57.144.7,0,LEGITIMATE
TXN_102716,2026-02-18 02:50:00,EMP_5033,VEND_1030,CONSULTING_SERVICES,7392,1569.63,25000,BANK_HASH_05658128,140.172.28.114,0,LEGITIMATE
TXN_102717,2026-04-01 11:45:00,EMP_5062,VEND_1058,IT_HARDWARE,5732,5495.75,25000,BANK_HASH_4852d0ef,167.87.15.4,0,LEGITIMATE
TXN_102718,2026-01-09 20:08:00,EMP_5163,VEND_1077,OFFICE_SUPPLIES,5111,24834.81,25000,BANK_HASH_98ccc9d3,48.63.132.88,1,SPLIT_APPROVAL_BYPASS
TXN_102719,2026-03-13 01:46:00,EMP_5125,VEND_1086,LUXURY_RETAIL,5944,45.82,5000,BANK_HASH_ee644eef,112.243.188.243,0,LEGITIMATE
TXN_102720,2026-02-16 03:36:00,EMP_5134,VEND_1059,CONSULTING_SERVICES,7392,3442.44,25000,BANK_HASH_08339523,21.188.123.153,0,LEGITIMATE
TXN_102721,2026-03-09 21:10:00,EMP_5191,VEND_1051,TRAVEL_FLIGHTS,4511,2303.16,5000,BANK_HASH_ce9c69c1,146.127.220.5,0,LEGITIMATE
TXN_102722,2026-01-27 10:38:00,EMP_5127,VEND_1016,OFFICE_SUPPLIES,5111,2283.76,25000,BANK_HASH_9f2baec7,67.248.246.220,0,LEGITIMATE
TXN_102723,2026-02-22 20:24:00,EMP_5076,VEND_1014,CONSULTING_SERVICES,7392,928.72,10000,BANK_HASH_59d9b103,162.13.141.164,0,LEGITIMATE
TXN_102724,2026-01-26 08:13:00,EMP_5006,VEND_1040,LUXURY_RETAIL,5944,771.26,5000,BANK_HASH_6b246fd5,147.195.69.1,0,LEGITIMATE
TXN_102725,2026-02-28 02:50:00,EMP_5163,VEND_1096,IT_HARDWARE,5732,551.27,25000,BANK_HASH_8c3c207a,131.251.128.225,0,LEGITIMATE
TXN_102726,2026-02-20 15:09:00,EMP_5035,VEND_1083,TRAVEL_FLIGHTS,4511,111.93,5000,BANK_HASH_83a6d225,104.180.44.175,0,LEGITIMATE
TXN_102727,2026-03-04 20:29:00,EMP_5058,VEND_1056,TRAVEL_FLIGHTS,4511,398.61,5000,BANK_HASH_9cce2570,130.24.67.82,0,LEGITIMATE
TXN_102728,2026-01-17 21:03:00,EMP_5095,VEND_1026,LUXURY_RETAIL,5944,434.75,5000,BANK_HASH_7bd4d1ed,151.130.49.95,0,LEGITIMATE
TXN_102729,2026-02-07 19:03:00,EMP_5037,VEND_1081,OFFICE_SUPPLIES,5111,1002.7,25000,BANK_HASH_4023c5f3,2.3.138.45,0,LEGITIMATE
TXN_102730,2026-01-11 03:18:00,EMP_5098,VEND_1083,LUXURY_RETAIL,5944,2074.19,10000,BANK_HASH_83a6d225,20.231.165.102,0,LEGITIMATE
TXN_102731,2026-01-06 23:04:00,EMP_5131,VEND_1070,LUXURY_RETAIL,5944,973.14,25000,BANK_HASH_da4b56a0,28.159.245.153,0,LEGITIMATE
TXN_102732,2026-01-22 08:06:00,EMP_5049,VEND_1039,CONSULTING_SERVICES,7392,99.38,10000,BANK_HASH_e3c43c92,64.68.107.218,0,LEGITIMATE
TXN_102733,2026-01-08 08:32:00,EMP_5182,VEND_1071,TRAVEL_FLIGHTS,4511,4757.64,25000,BANK_HASH_3c854d12,145.166.183.235,0,LEGITIMATE
TXN_102734,2026-02-27 20:21:00,EMP_5133,VEND_1047,OFFICE_SUPPLIES,5111,4299.82,10000,BANK_HASH_72ece034,113.238.52.209,0,LEGITIMATE
TXN_102735,2026-02-11 17:23:00,EMP_5117,VEND_1044,CONSULTING_SERVICES,7392,2317.0,5000,BANK_HASH_590fb111,155.142.221.28,0,LEGITIMATE
TXN_102736,2026-02-26 23:27:00,EMP_5132,VEND_1074,OFFICE_SUPPLIES,5111,7131.47,25000,BANK_HASH_cfe23a94,29.244.102.3,0,LEGITIMATE
TXN_102737,2026-03-15 00:04:00,EMP_5009,VEND_1085,CONSULTING_SERVICES,7392,1189.48,5000,BANK_HASH_0b98d3c9,19.61.199.249,0,LEGITIMATE
TXN_102738,2026-03-27 06:28:00,EMP_5039,VEND_1048,TRAVEL_FLIGHTS,4511,4945.89,10000,BANK_HASH_faec7c0e,172.126.61.111,0,LEGITIMATE
TXN_102739,2026-01-19 14:05:00,EMP_5162,VEND_1034,IT_HARDWARE,5732,127.92,25000,BANK_HASH_ba125639,117.154.245.17,0,LEGITIMATE
TXN_102740,2026-01-06 02:19:00,EMP_5070,VEND_1050,LUXURY_RETAIL,5944,2797.65,5000,BANK_HASH_fb706cb9,125.205.53.151,1,MCC_OFFHOURS_MISUSE
TXN_102741,2026-01-20 21:35:00,EMP_5145,VEND_1024,LUXURY_RETAIL,5944,393.08,25000,BANK_HASH_9950eac7,68.122.108.192,0,LEGITIMATE
TXN_102742,2026-01-21 09:16:00,EMP_5053,VEND_1000,OFFICE_SUPPLIES,5111,336.92,25000,BANK_HASH_f0fb46e7,156.102.206.159,0,LEGITIMATE
TXN_102743,2026-01-23 05:31:00,EMP_5016,VEND_1028,LUXURY_RETAIL,5944,237.64,5000,BANK_HASH_ca9ee298,180.19.127.219,0,LEGITIMATE
TXN_102744,2026-03-21 07:23:00,EMP_5171,VEND_1058,TRAVEL_FLIGHTS,4511,1470.93,10000,BANK_HASH_4852d0ef,177.129.118.128,0,LEGITIMATE
TXN_102745,2026-03-13 07:21:00,EMP_5066,VEND_1073,CONSULTING_SERVICES,7392,2290.23,25000,BANK_HASH_70d8cd87,44.213.234.125,0,LEGITIMATE
TXN_102746,2026-03-28 05:53:00,EMP_5083,VEND_1067,IT_HARDWARE,5732,1305.19,5000,BANK_HASH_fb320956,154.108.238.153,0,LEGITIMATE
TXN_102747,2026-03-18 15:14:00,EMP_5133,VEND_1087,TRAVEL_FLIGHTS,4511,248.43,10000,BANK_HASH_0d2c24c2,146.142.119.71,0,LEGITIMATE
TXN_102748,2026-02-13 00:19:00,EMP_5111,VEND_1061,TRAVEL_FLIGHTS,4511,2510.0,10000,BANK_HASH_a44772c9,25.133.249.250,0,LEGITIMATE
TXN_102749,2026-03-17 17:51:00,EMP_5185,VEND_1051,OFFICE_SUPPLIES,5111,1525.72,5000,BANK_HASH_ce9c69c1,174.103.254.117,0,LEGITIMATE
TXN_102750,2026-01-29 15:56:00,EMP_5027,VEND_1018,CONSULTING_SERVICES,7392,746.94,25000,BANK_HASH_cb73a3ad,69.106.109.239,0,LEGITIMATE
TXN_102751,2026-04-01 01:32:00,EMP_5118,VEND_1019,OFFICE_SUPPLIES,5111,1691.89,25000,BANK_HASH_4971781f,66.198.79.70,0,LEGITIMATE
TXN_102752,2026-03-14 18:19:00,EMP_5190,VEND_1051,LUXURY_RETAIL,5944,461.47,25000,BANK_HASH_ce9c69c1,34.69.123.255,0,LEGITIMATE
TXN_102753,2026-03-26 10:49:00,EMP_5041,VEND_1079,LUXURY_RETAIL,5944,645.12,5000,BANK_HASH_0765bba8,19.149.159.211,0,LEGITIMATE
TXN_102754,2026-02-25 12:26:00,EMP_5014,VEND_1055,LUXURY_RETAIL,5944,3752.18,25000,BANK_HASH_e8f631d8,222.99.213.220,0,LEGITIMATE
TXN_102755,2026-01-16 17:15:00,EMP_5007,VEND_1042,TRAVEL_FLIGHTS,4511,524.8,5000,BANK_HASH_5fb7e2aa,70.24.155.140,0,LEGITIMATE
TXN_102756,2026-01-28 20:27:00,EMP_5125,VEND_1050,CONSULTING_SERVICES,7392,962.28,5000,BANK_HASH_fb706cb9,14.158.24.113,0,LEGITIMATE
TXN_102757,2026-01-22 18:10:00,EMP_5073,VEND_1031,CONSULTING_SERVICES,7392,3322.84,5000,BANK_HASH_43c40f36,20.54.219.112,0,LEGITIMATE
TXN_102758,2026-01-13 10:05:00,EMP_5151,VEND_1048,OFFICE_SUPPLIES,5111,1855.07,10000,BANK_HASH_faec7c0e,91.237.112.123,0,LEGITIMATE
TXN_102759,2026-02-24 23:57:00,EMP_5002,VEND_1019,CONSULTING_SERVICES,7392,106.33,5000,BANK_HASH_4971781f,181.158.96.238,0,LEGITIMATE
TXN_102760,2026-01-07 08:30:00,EMP_5178,VEND_1082,IT_HARDWARE,5732,249.03,25000,BANK_HASH_eed45321,73.72.121.58,0,LEGITIMATE
TXN_102761,2026-03-29 05:58:00,EMP_5034,VEND_1037,TRAVEL_FLIGHTS,4511,21.81,10000,BANK_HASH_742facd6,126.177.99.22,0,LEGITIMATE
TXN_102762,2026-01-12 09:10:00,EMP_5091,VEND_1085,CONSULTING_SERVICES,7392,1505.12,25000,BANK_HASH_0b98d3c9,32.35.225.241,0,LEGITIMATE
TXN_102763,2026-03-16 10:02:00,EMP_5084,VEND_1012,OFFICE_SUPPLIES,5111,900.42,25000,BANK_HASH_d1506ef2,175.49.70.123,0,LEGITIMATE
TXN_102764,2026-03-04 11:17:00,EMP_5049,VEND_1021,LUXURY_RETAIL,5944,226.28,10000,BANK_HASH_676b9269,195.159.195.49,0,LEGITIMATE
TXN_102765,2026-03-20 17:08:00,EMP_5157,VEND_1067,OFFICE_SUPPLIES,5111,4762.78,25000,BANK_HASH_fb320956,180.232.105.9,0,LEGITIMATE
TXN_102766,2026-03-25 06:32:00,EMP_5155,VEND_1033,IT_HARDWARE,5732,1141.45,25000,BANK_HASH_5c80ef4c,121.171.164.220,0,LEGITIMATE
TXN_102767,2026-01-05 20:54:00,EMP_5155,VEND_1028,TRAVEL_FLIGHTS,4511,425.4,25000,BANK_HASH_ca9ee298,4.117.180.79,0,LEGITIMATE
TXN_102768,2026-02-27 19:32:00,EMP_5041,VEND_1088,LUXURY_RETAIL,5944,1051.53,5000,BANK_HASH_2ea2248b,203.145.40.49,0,LEGITIMATE
TXN_102769,2026-02-23 15:50:00,EMP_5167,VEND_1090,LUXURY_RETAIL,5944,1717.37,5000,BANK_HASH_6ed164b8,189.201.86.94,0,LEGITIMATE
TXN_102770,2026-01-27 15:29:00,EMP_5079,VEND_1085,TRAVEL_FLIGHTS,4511,128.95,10000,BANK_HASH_0b98d3c9,3.219.204.49,0,LEGITIMATE
TXN_102771,2026-01-09 02:56:00,EMP_5039,VEND_1004,OFFICE_SUPPLIES,5111,491.76,10000,BANK_HASH_13493200,149.22.27.224,0,LEGITIMATE
TXN_102772,2026-01-21 07:04:00,EMP_5027,VEND_1057,IT_HARDWARE,5732,2477.33,25000,BANK_HASH_63eeebad,16.23.145.197,0,LEGITIMATE
TXN_102773,2026-03-16 15:45:00,EMP_5085,VEND_1088,TRAVEL_FLIGHTS,4511,933.35,10000,BANK_HASH_2ea2248b,163.135.206.105,0,LEGITIMATE
TXN_102774,2026-03-17 17:59:00,EMP_5104,VEND_1015,CONSULTING_SERVICES,7392,1196.4,25000,BANK_HASH_73c44eff,152.254.161.21,0,LEGITIMATE
TXN_102775,2026-02-16 13:25:00,EMP_5121,VEND_1083,OFFICE_SUPPLIES,5111,860.61,25000,BANK_HASH_83a6d225,9.83.32.91,0,LEGITIMATE
TXN_102776,2026-02-02 20:11:00,EMP_5016,VEND_1006,OFFICE_SUPPLIES,5111,77.34,5000,BANK_HASH_ad2d1267,139.153.173.90,0,LEGITIMATE
TXN_102777,2026-04-01 18:28:00,EMP_5118,VEND_1084,LUXURY_RETAIL,5944,281.83,25000,BANK_HASH_e6240d92,175.108.46.249,0,LEGITIMATE
TXN_102778,2026-03-26 18:58:00,EMP_5083,VEND_1095,LUXURY_RETAIL,5944,894.65,5000,BANK_HASH_952f7629,9.149.41.213,0,LEGITIMATE
TXN_102779,2026-01-22 16:26:00,EMP_5179,VEND_1023,OFFICE_SUPPLIES,5111,362.04,5000,BANK_HASH_e1e5a1af,179.55.125.131,0,LEGITIMATE
TXN_102780,2026-01-18 15:32:00,EMP_5085,VEND_1018,OFFICE_SUPPLIES,5111,86.91,10000,BANK_HASH_cb73a3ad,86.84.28.106,0,LEGITIMATE
TXN_102781,2026-02-23 09:49:00,EMP_5071,VEND_1025,IT_HARDWARE,5732,7328.73,10000,BANK_HASH_12262596,117.195.22.202,1,GHOST_VENDOR_SELF_DEALING
TXN_102782,2026-02-13 08:06:00,EMP_5087,VEND_1078,TRAVEL_FLIGHTS,4511,5970.25,25000,BANK_HASH_ae6cb11a,85.60.134.4,0,LEGITIMATE
TXN_102783,2026-01-19 18:43:00,EMP_5128,VEND_1025,IT_HARDWARE,5732,2373.59,25000,BANK_HASH_ea714ef4,79.232.235.249,0,LEGITIMATE
TXN_102784,2026-02-06 00:25:00,EMP_5188,VEND_1095,CONSULTING_SERVICES,7392,2894.01,5000,BANK_HASH_952f7629,205.105.182.19,0,LEGITIMATE
TXN_102785,2026-01-26 21:49:00,EMP_5151,VEND_1078,CONSULTING_SERVICES,7392,425.56,10000,BANK_HASH_ae6cb11a,199.171.185.119,0,LEGITIMATE
TXN_102786,2026-03-12 17:34:00,EMP_5010,VEND_1058,CONSULTING_SERVICES,7392,4862.01,25000,BANK_HASH_4852d0ef,12.4.63.92,0,LEGITIMATE
TXN_102787,2026-02-12 08:26:00,EMP_5116,VEND_1005,TRAVEL_FLIGHTS,4511,338.96,10000,BANK_HASH_eaf7a55d,112.254.177.63,0,LEGITIMATE
TXN_102788,2026-03-02 03:36:00,EMP_5016,VEND_1060,LUXURY_RETAIL,5944,4547.12,5000,BANK_HASH_7aefb2fc,71.76.194.81,0,LEGITIMATE
TXN_102789,2026-02-27 16:19:00,EMP_5080,VEND_1075,IT_HARDWARE,5732,7904.22,5000,BANK_HASH_b1045bbb,194.117.241.176,0,LEGITIMATE
TXN_102790,2026-02-02 20:16:00,EMP_5009,VEND_1029,CONSULTING_SERVICES,7392,4892.69,5000,BANK_HASH_01729b61,28.156.146.119,1,SPLIT_APPROVAL_BYPASS
TXN_102791,2026-02-20 08:27:00,EMP_5056,VEND_1057,IT_HARDWARE,5732,5966.36,5000,BANK_HASH_63eeebad,130.165.52.104,0,LEGITIMATE
TXN_102792,2026-03-11 21:01:00,EMP_5019,VEND_1035,CONSULTING_SERVICES,7392,1274.35,5000,BANK_HASH_f3f0c3f7,42.234.188.73,0,LEGITIMATE
TXN_102793,2026-03-19 05:03:00,EMP_5187,VEND_1098,TRAVEL_FLIGHTS,4511,460.73,10000,BANK_HASH_7a3e0f19,111.148.202.78,0,LEGITIMATE
TXN_102794,2026-03-27 01:18:00,EMP_5148,VEND_1027,CONSULTING_SERVICES,7392,871.7,10000,BANK_HASH_781545b3,56.77.219.197,0,LEGITIMATE
TXN_102795,2026-02-12 13:34:00,EMP_5060,VEND_1049,CONSULTING_SERVICES,7392,1360.48,10000,BANK_HASH_8b45c980,56.242.32.212,0,LEGITIMATE
TXN_102796,2026-01-11 18:41:00,EMP_5003,VEND_1087,LUXURY_RETAIL,5944,123.83,25000,BANK_HASH_0d2c24c2,70.93.143.205,0,LEGITIMATE
TXN_102797,2026-01-18 07:46:00,EMP_5122,VEND_1002,OFFICE_SUPPLIES,5111,1470.65,10000,BANK_HASH_6f627b67,100.18.141.37,0,LEGITIMATE
TXN_102798,2026-02-23 13:57:00,EMP_5168,VEND_1037,TRAVEL_FLIGHTS,4511,5969.08,10000,BANK_HASH_742facd6,77.139.168.79,0,LEGITIMATE
TXN_102799,2026-01-13 17:19:00,EMP_5186,VEND_1020,TRAVEL_FLIGHTS,4511,326.28,5000,BANK_HASH_3d295953,114.103.7.220,0,LEGITIMATE
TXN_102800,2026-01-10 12:55:00,EMP_5177,VEND_1070,OFFICE_SUPPLIES,5111,2369.62,5000,BANK_HASH_da4b56a0,181.223.134.138,0,LEGITIMATE
TXN_102801,2026-02-04 13:07:00,EMP_5000,VEND_1030,OFFICE_SUPPLIES,5111,3587.3,25000,BANK_HASH_05658128,91.61.171.206,0,LEGITIMATE
TXN_102802,2026-03-10 22:32:00,EMP_5086,VEND_1015,CONSULTING_SERVICES,7392,4325.63,25000,BANK_HASH_73c44eff,14.158.110.190,0,LEGITIMATE
TXN_102803,2026-01-11 19:50:00,EMP_5171,VEND_1078,TRAVEL_FLIGHTS,4511,4843.41,10000,BANK_HASH_ae6cb11a,26.67.232.173,0,LEGITIMATE
TXN_102804,2026-03-11 16:46:00,EMP_5045,VEND_1049,IT_HARDWARE,5732,1115.52,5000,BANK_HASH_8b45c980,65.100.125.157,0,LEGITIMATE
TXN_102805,2026-01-09 13:09:00,EMP_5158,VEND_1098,OFFICE_SUPPLIES,5111,5688.61,5000,BANK_HASH_7a3e0f19,8.4.222.206,0,LEGITIMATE
TXN_102806,2026-01-25 23:59:00,EMP_5133,VEND_1088,CONSULTING_SERVICES,7392,2133.96,10000,BANK_HASH_2ea2248b,103.5.193.95,0,LEGITIMATE
TXN_102807,2026-02-19 21:06:00,EMP_5089,VEND_1003,TRAVEL_FLIGHTS,4511,274.52,5000,BANK_HASH_cce8776d,185.117.32.245,0,LEGITIMATE
TXN_102808,2026-01-22 14:39:00,EMP_5198,VEND_1051,IT_HARDWARE,5732,981.97,10000,BANK_HASH_ce9c69c1,113.21.11.154,0,LEGITIMATE
TXN_102809,2026-01-31 05:59:00,EMP_5198,VEND_1075,OFFICE_SUPPLIES,5111,1910.53,10000,BANK_HASH_b1045bbb,180.154.13.196,0,LEGITIMATE
TXN_102810,2026-02-19 18:41:00,EMP_5126,VEND_1071,LUXURY_RETAIL,5944,436.21,5000,BANK_HASH_3c854d12,138.163.142.206,0,LEGITIMATE
TXN_102811,2026-01-25 08:36:00,EMP_5010,VEND_1004,LUXURY_RETAIL,5944,1545.04,25000,BANK_HASH_13493200,47.180.11.214,0,LEGITIMATE
TXN_102812,2026-02-24 07:53:00,EMP_5170,VEND_1047,TRAVEL_FLIGHTS,4511,6782.04,5000,BANK_HASH_0f8dd650,168.234.223.211,1,GHOST_VENDOR_SELF_DEALING
TXN_102813,2026-01-14 03:33:00,EMP_5118,VEND_1010,IT_HARDWARE,5732,276.36,25000,BANK_HASH_e584505b,187.137.190.192,0,LEGITIMATE
TXN_102814,2026-03-02 23:35:00,EMP_5029,VEND_1075,IT_HARDWARE,5732,1258.91,25000,BANK_HASH_b1045bbb,59.225.231.136,0,LEGITIMATE
TXN_102815,2026-01-17 03:51:00,EMP_5185,VEND_1097,TRAVEL_FLIGHTS,4511,2225.16,5000,BANK_HASH_099bcee7,32.213.207.181,0,LEGITIMATE
TXN_102816,2026-02-10 01:52:00,EMP_5163,VEND_1040,IT_HARDWARE,5732,1046.41,25000,BANK_HASH_6b246fd5,181.148.63.95,0,LEGITIMATE
TXN_102817,2026-02-09 05:08:00,EMP_5009,VEND_1013,OFFICE_SUPPLIES,5111,28.27,5000,BANK_HASH_587e6e4f,179.185.71.77,0,LEGITIMATE
TXN_102818,2026-02-13 21:04:00,EMP_5097,VEND_1019,TRAVEL_FLIGHTS,4511,23.62,10000,BANK_HASH_4971781f,122.223.216.228,0,LEGITIMATE
TXN_102819,2026-02-10 07:19:00,EMP_5093,VEND_1009,LUXURY_RETAIL,5944,672.48,25000,BANK_HASH_ed38b7dc,70.180.168.109,0,LEGITIMATE
TXN_102820,2026-01-25 06:05:00,EMP_5006,VEND_1036,TRAVEL_FLIGHTS,4511,3919.47,5000,BANK_HASH_f7300817,147.115.176.80,0,LEGITIMATE
TXN_102821,2026-01-13 19:07:00,EMP_5134,VEND_1077,CONSULTING_SERVICES,7392,399.47,25000,BANK_HASH_98ccc9d3,163.147.227.5,0,LEGITIMATE
TXN_102822,2026-02-10 11:11:00,EMP_5067,VEND_1098,TRAVEL_FLIGHTS,4511,1519.17,5000,BANK_HASH_7a3e0f19,117.86.242.7,0,LEGITIMATE
TXN_102823,2026-01-07 16:19:00,EMP_5149,VEND_1010,IT_HARDWARE,5732,386.69,25000,BANK_HASH_e584505b,27.42.102.149,0,LEGITIMATE
TXN_102824,2026-01-12 06:35:00,EMP_5140,VEND_1096,CONSULTING_SERVICES,7392,592.18,10000,BANK_HASH_8c3c207a,92.112.106.249,0,LEGITIMATE
TXN_102825,2026-03-13 05:19:00,EMP_5176,VEND_1069,TRAVEL_FLIGHTS,4511,2836.23,25000,BANK_HASH_0139bd2c,62.82.147.160,0,LEGITIMATE
TXN_102826,2026-02-09 21:05:00,EMP_5103,VEND_1096,OFFICE_SUPPLIES,5111,1967.69,5000,BANK_HASH_8c3c207a,180.15.40.171,0,LEGITIMATE
TXN_102827,2026-01-18 10:06:00,EMP_5068,VEND_1094,OFFICE_SUPPLIES,5111,160.39,5000,BANK_HASH_e2449756,157.77.19.30,0,LEGITIMATE
TXN_102828,2026-03-03 09:30:00,EMP_5150,VEND_1000,OFFICE_SUPPLIES,5111,849.77,5000,BANK_HASH_f0fb46e7,22.111.17.129,0,LEGITIMATE
TXN_102829,2026-02-03 13:37:00,EMP_5103,VEND_1069,OFFICE_SUPPLIES,5111,54.41,5000,BANK_HASH_0139bd2c,129.162.49.50,0,LEGITIMATE
TXN_102830,2026-01-22 13:41:00,EMP_5063,VEND_1010,TRAVEL_FLIGHTS,4511,993.46,10000,BANK_HASH_e584505b,39.149.81.57,0,LEGITIMATE
TXN_102831,2026-03-02 14:46:00,EMP_5179,VEND_1013,OFFICE_SUPPLIES,5111,1638.99,5000,BANK_HASH_587e6e4f,141.212.89.192,0,LEGITIMATE
TXN_102832,2026-01-31 21:00:00,EMP_5043,VEND_1094,CONSULTING_SERVICES,7392,199.2,10000,BANK_HASH_e2449756,74.28.59.43,0,LEGITIMATE
TXN_102833,2026-03-06 01:15:00,EMP_5069,VEND_1073,IT_HARDWARE,5732,521.38,25000,BANK_HASH_70d8cd87,49.36.9.238,0,LEGITIMATE
TXN_102834,2026-01-26 00:18:00,EMP_5054,VEND_1078,LUXURY_RETAIL,5944,770.84,10000,BANK_HASH_ae6cb11a,125.133.28.183,0,LEGITIMATE
TXN_102835,2026-03-16 17:17:00,EMP_5103,VEND_1075,LUXURY_RETAIL,5944,3789.83,5000,BANK_HASH_b1045bbb,91.122.38.165,0,LEGITIMATE
TXN_102836,2026-02-03 04:38:00,EMP_5031,VEND_1090,LUXURY_RETAIL,5944,7508.43,5000,BANK_HASH_6ed164b8,51.251.165.190,0,LEGITIMATE
TXN_102837,2026-01-26 07:16:00,EMP_5029,VEND_1051,CONSULTING_SERVICES,7392,78.93,25000,BANK_HASH_ce9c69c1,126.218.233.165,0,LEGITIMATE
TXN_102838,2026-01-17 05:15:00,EMP_5147,VEND_1023,CONSULTING_SERVICES,7392,2156.99,25000,BANK_HASH_e1e5a1af,173.93.38.218,0,LEGITIMATE
TXN_102839,2026-01-07 07:04:00,EMP_5010,VEND_1029,IT_HARDWARE,5732,707.16,25000,BANK_HASH_01729b61,17.2.4.209,0,LEGITIMATE
TXN_102840,2026-01-16 02:00:00,EMP_5034,VEND_1027,TRAVEL_FLIGHTS,4511,757.5,10000,BANK_HASH_781545b3,65.20.46.189,0,LEGITIMATE
TXN_102841,2026-02-22 11:21:00,EMP_5183,VEND_1014,OFFICE_SUPPLIES,5111,2115.25,25000,BANK_HASH_59d9b103,215.156.254.167,0,LEGITIMATE
TXN_102842,2026-02-17 18:26:00,EMP_5036,VEND_1018,OFFICE_SUPPLIES,5111,3769.37,5000,BANK_HASH_cb73a3ad,56.224.92.119,0,LEGITIMATE
TXN_102843,2026-02-27 05:12:00,EMP_5132,VEND_1087,TRAVEL_FLIGHTS,4511,4531.72,25000,BANK_HASH_0d2c24c2,44.134.30.30,0,LEGITIMATE
TXN_102844,2026-02-15 14:55:00,EMP_5037,VEND_1026,LUXURY_RETAIL,5944,1301.01,25000,BANK_HASH_7bd4d1ed,185.159.20.97,0,LEGITIMATE
TXN_102845,2026-03-04 16:27:00,EMP_5169,VEND_1031,LUXURY_RETAIL,5944,672.7,10000,BANK_HASH_43c40f36,45.188.152.189,0,LEGITIMATE
TXN_102846,2026-01-21 09:50:00,EMP_5000,VEND_1055,LUXURY_RETAIL,5944,2333.57,25000,BANK_HASH_e8f631d8,94.83.242.122,0,LEGITIMATE
TXN_102847,2026-03-09 17:13:00,EMP_5015,VEND_1095,LUXURY_RETAIL,5944,443.53,10000,BANK_HASH_952f7629,20.131.55.118,0,LEGITIMATE
TXN_102848,2026-02-05 13:27:00,EMP_5073,VEND_1018,TRAVEL_FLIGHTS,4511,1255.42,5000,BANK_HASH_cb73a3ad,192.178.88.150,0,LEGITIMATE
TXN_102849,2026-01-10 02:29:00,EMP_5121,VEND_1097,CONSULTING_SERVICES,7392,676.1,25000,BANK_HASH_099bcee7,152.221.86.183,0,LEGITIMATE
TXN_102850,2026-01-27 06:55:00,EMP_5164,VEND_1028,LUXURY_RETAIL,5944,1613.42,10000,BANK_HASH_ca9ee298,178.245.67.120,0,LEGITIMATE
TXN_102851,2026-01-21 23:14:00,EMP_5122,VEND_1049,TRAVEL_FLIGHTS,4511,422.44,10000,BANK_HASH_8b45c980,98.37.228.1,0,LEGITIMATE
TXN_102852,2026-03-24 23:24:00,EMP_5034,VEND_1002,IT_HARDWARE,5732,329.03,10000,BANK_HASH_6f627b67,14.4.225.126,0,LEGITIMATE
TXN_102853,2026-01-15 16:46:00,EMP_5141,VEND_1065,IT_HARDWARE,5732,3765.93,5000,BANK_HASH_490285e7,137.223.128.14,0,LEGITIMATE
TXN_102854,2026-02-05 05:33:00,EMP_5065,VEND_1088,OFFICE_SUPPLIES,5111,171.05,5000,BANK_HASH_2ea2248b,194.239.231.141,0,LEGITIMATE
TXN_102855,2026-01-10 02:56:00,EMP_5191,VEND_1051,OFFICE_SUPPLIES,5111,1067.7,5000,BANK_HASH_ce9c69c1,49.34.28.180,0,LEGITIMATE
